time,ch0,ch1
00:00:00.834.500,-0.1782,1.2451
00:00:00.834.750,-0.1880,1.1353
00:00:00.835.000,-0.2173,1.0059
00:00:00.835.250,-0.2686,0.8765
00:00:00.835.500,-0.2783,0.6982
00:00:00.835.750,-0.3076,0.5371
00:00:00.836.000,-0.2979,0.4077
00:00:00.836.250,-0.3467,0.2686
00:00:00.836.500,-0.3687,0.1294
00:00:00.836.750,-0.3882,-0.0098
00:00:00.837.000,-0.4077,-0.1489
00:00:00.837.250,-0.4272,-0.2783
00:00:00.837.500,-0.4077,-0.4077
00:00:00.837.750,-0.4077,-0.5078
00:00:00.838.000,-0.3687,-0.5859
00:00:00.838.250,-0.3271,-0.6958
00:00:00.838.500,-0.2490,-0.7861
00:00:00.838.750,-0.2075,-0.8765
00:00:00.839.000,-0.1587,-0.9644
00:00:00.839.250,-0.1392,-1.0352
00:00:00.839.500,-0.1001,-1.1133
00:00:00.839.750,-0.0488,-1.1938
00:00:00.840.000,-0.0488,-1.2329
00:00:00.840.250,-0.0293,-1.3037
00:00:00.840.500,0.0000,-1.3525
00:00:00.840.750,0.0293,-1.4038
00:00:00.841.000,0.0195,-1.4526
00:00:00.841.250,0.0293,-1.4917
00:00:00.841.500,0.0513,-1.5234
00:00:00.841.750,0.0610,-1.5625
00:00:00.842.000,0.0806,-1.5918
00:00:00.842.250,0.0806,-1.6113
00:00:00.842.500,0.0903,-1.6528
00:00:00.842.750,0.0903,-1.6919
00:00:00.843.000,0.1099,-1.7114
00:00:00.843.250,0.1099,-1.7114
00:00:00.843.500,0.1807,-1.6528
00:00:00.843.750,0.1904,-1.5723
00:00:00.844.000,0.2100,-1.4624
00:00:00.844.250,0.2197,-1.3818
00:00:00.844.500,0.2490,-1.2646
00:00:00.844.750,0.2686,-1.1548
00:00:00.845.000,0.3003,-1.0352
00:00:00.845.250,0.3198,-0.8862
00:00:00.845.500,0.3491,-0.7349
00:00:00.845.750,0.3687,-0.5762
00:00:00.846.000,0.3784,-0.4370
00:00:00.846.250,0.3979,-0.2881
00:00:00.846.500,0.4590,-0.1587
00:00:00.846.750,0.4688,-0.0195
00:00:00.847.000,0.4980,0.1294
00:00:00.847.250,0.4980,0.2490
00:00:00.847.500,0.5078,0.3589
00:00:00.847.750,0.4883,0.4688
00:00:00.848.000,0.4785,0.5786
00:00:00.848.250,0.4590,0.6665
00:00:00.848.500,0.4077,0.7764
00:00:00.848.750,0.3198,0.8667
00:00:00.849.000,0.2881,0.9570
00:00:00.849.250,0.2295,1.0156
00:00:00.849.500,0.2002,1.1060
00:00:00.849.750,0.1807,1.1548
00:00:00.850.000,0.1392,1.2256
00:00:00.850.250,0.1001,1.2939
00:00:00.850.500,0.0903,1.3452
00:00:00.850.750,0.0708,1.3940
00:00:00.851.000,0.0513,1.4136
00:00:00.851.250,0.0195,1.4526
00:00:00.851.500,0.0098,1.5039
00:00:00.851.750,0.0000,1.5332
00:00:00.852.000,-0.0098,1.5527
00:00:00.852.250,-0.0098,1.6138
00:00:00.852.500,0.0000,1.6138
00:00:00.852.750,0.0000,1.6724
00:00:00.853.000,-0.0195,1.6821
00:00:00.853.250,-0.0586,1.6919
00:00:00.853.500,-0.1099,1.6138
00:00:00.853.750,-0.1099,1.5234
00:00:00.854.000,-0.1489,1.4233
00:00:00.854.250,-0.1587,1.3550
00:00:00.854.500,-0.1880,1.2451
00:00:00.854.750,-0.1978,1.1255
00:00:00.855.000,-0.2075,0.9961
00:00:00.855.250,-0.2686,0.8667
00:00:00.855.500,-0.2881,0.6885
00:00:00.855.750,-0.3076,0.5371
00:00:00.856.000,-0.3174,0.3979
00:00:00.856.250,-0.3687,0.2686
00:00:00.856.500,-0.3687,0.1196
00:00:00.856.750,-0.3979,-0.0195
00:00:00.857.000,-0.4077,-0.1489
00:00:00.857.250,-0.4272,-0.2588
00:00:00.857.500,-0.4077,-0.3979
00:00:00.857.750,-0.4077,-0.4883
00:00:00.858.000,-0.3784,-0.5957
00:00:00.858.250,-0.3174,-0.6860
00:00:00.858.500,-0.2686,-0.7764
00:00:00.858.750,-0.2075,-0.8862
00:00:00.859.000,-0.1587,-0.9644
00:00:00.859.250,-0.1392,-1.0547
00:00:00.859.500,-0.0879,-1.1133
00:00:00.859.750,-0.0586,-1.1841
00:00:00.860.000,-0.0293,-1.2427
00:00:00.860.250,-0.0195,-1.2939
00:00:00.860.500,0.0000,-1.3623
00:00:00.860.750,0.0000,-1.4233
00:00:00.861.000,0.0293,-1.4429
00:00:00.861.250,0.0415,-1.4917
00:00:00.861.500,0.0708,-1.5332
00:00:00.861.750,0.0708,-1.5723
00:00:00.862.000,0.0610,-1.5918
00:00:00.862.250,0.0806,-1.6113
00:00:00.862.500,0.0708,-1.6626
00:00:00.862.750,0.0708,-1.6919
00:00:00.863.000,0.1001,-1.7017
00:00:00.863.250,0.1099,-1.7017
00:00:00.863.500,0.1709,-1.6528
00:00:00.863.750,0.2002,-1.5527
00:00:00.864.000,0.2100,-1.4917
00:00:00.864.250,0.2197,-1.3818
00:00:00.864.500,0.2490,-1.2646
00:00:00.864.750,0.2588,-1.1646
00:00:00.865.000,0.3003,-1.0352
00:00:00.865.250,0.3198,-0.8862
00:00:00.865.500,0.3589,-0.7251
00:00:00.865.750,0.3687,-0.5664
00:00:00.866.000,0.3882,-0.4272
00:00:00.866.250,0.4077,-0.2881
00:00:00.866.500,0.4492,-0.1392
00:00:00.866.750,0.4883,0.0000
00:00:00.867.000,0.5078,0.1196
00:00:00.867.250,0.5176,0.2686
00:00:00.867.500,0.4980,0.3589
00:00:00.867.750,0.5078,0.4785
00:00:00.868.000,0.4688,0.5786
00:00:00.868.250,0.4395,0.6763
00:00:00.868.500,0.3882,0.7764
00:00:00.868.750,0.3394,0.8472
00:00:00.869.000,0.2783,0.9473
00:00:00.869.250,0.2295,1.0254
00:00:00.869.500,0.2002,1.1060
00:00:00.869.750,0.1709,1.1743
00:00:00.870.000,0.1392,1.2256
00:00:00.870.250,0.1099,1.2842
00:00:00.870.500,0.0806,1.3354
00:00:00.870.750,0.0806,1.3843
00:00:00.871.000,0.0415,1.4233
00:00:00.871.250,0.0195,1.4844
00:00:00.871.500,0.0293,1.5137
00:00:00.871.750,0.0000,1.5234
00:00:00.872.000,0.0098,1.5723
00:00:00.872.250,0.0000,1.6040
00:00:00.872.500,0.0000,1.6235
00:00:00.872.750,-0.0195,1.6626
00:00:00.873.000,-0.0488,1.6821
00:00:00.873.250,-0.0684,1.6724
00:00:00.873.500,-0.1196,1.6138
00:00:00.873.750,-0.1294,1.5430
00:00:00.874.000,-0.1392,1.4429
00:00:00.874.250,-0.1587,1.3550
00:00:00.874.500,-0.1880,1.2549
00:00:00.874.750,-0.2075,1.1353
00:00:00.875.000,-0.2393,1.0156
00:00:00.875.250,-0.2686,0.8667
00:00:00.875.500,-0.2783,0.6982
00:00:00.875.750,-0.3076,0.5371
00:00:00.876.000,-0.3076,0.4077
00:00:00.876.250,-0.3369,0.2686
00:00:00.876.500,-0.3784,0.1294
00:00:00.876.750,-0.3979,-0.0293
00:00:00.877.000,-0.3882,-0.1489
00:00:00.877.250,-0.4370,-0.2783
00:00:00.877.500,-0.3979,-0.3882
00:00:00.877.750,-0.3882,-0.5078
00:00:00.878.000,-0.3687,-0.6055
00:00:00.878.250,-0.3271,-0.6958
00:00:00.878.500,-0.2686,-0.7959
00:00:00.878.750,-0.2173,-0.8862
00:00:00.879.000,-0.1685,-0.9741
00:00:00.879.250,-0.1392,-1.0547
00:00:00.879.500,-0.1001,-1.1133
00:00:00.879.750,-0.0391,-1.1938
00:00:00.880.000,-0.0391,-1.2427
00:00:00.880.250,-0.0391,-1.3037
00:00:00.880.500,0.0195,-1.3623
00:00:00.880.750,0.0098,-1.4038
00:00:00.881.000,0.0195,-1.4526
00:00:00.881.250,0.0415,-1.4819
00:00:00.881.500,0.0513,-1.5332
00:00:00.881.750,0.0610,-1.5625
00:00:00.882.000,0.0806,-1.6113
00:00:00.882.250,0.0806,-1.6211
00:00:00.882.500,0.0806,-1.6309
00:00:00.882.750,0.0708,-1.6406
00:00:00.883.000,0.0806,-1.6821
00:00:00.883.250,0.1001,-1.6821
00:00:00.883.500,0.1587,-1.6406
00:00:00.883.750,0.1807,-1.5527
00:00:00.884.000,0.2002,-1.4624
00:00:00.884.250,0.2002,-1.3623
00:00:00.884.500,0.2393,-1.2524
00:00:00.884.750,0.2588,-1.1548
00:00:00.885.000,0.2783,-1.0059
00:00:00.885.250,0.3003,-0.8765
00:00:00.885.500,0.3589,-0.7153
00:00:00.885.750,0.3784,-0.5664
00:00:00.886.000,0.3687,-0.4175
00:00:00.886.250,0.4077,-0.2881
00:00:00.886.500,0.4297,-0.1294
00:00:00.886.750,0.4883,0.0000
00:00:00.887.000,0.4883,0.1196
00:00:00.887.250,0.4883,0.2588
00:00:00.887.500,0.4785,0.3589
00:00:00.887.750,0.4980,0.4688
00:00:00.888.000,0.4785,0.5688
00:00:00.888.250,0.4590,0.6763
00:00:00.888.500,0.3882,0.7666
00:00:00.888.750,0.3394,0.8569
00:00:00.889.000,0.3003,0.9473
00:00:00.889.250,0.2588,1.0254
00:00:00.889.500,0.2002,1.0864
00:00:00.889.750,0.1904,1.1548
00:00:00.890.000,0.1294,1.2158
00:00:00.890.250,0.1196,1.2744
00:00:00.890.500,0.0806,1.3232
00:00:00.890.750,0.0513,1.3647
00:00:00.891.000,0.0415,1.4038
00:00:00.891.250,0.0293,1.4233
00:00:00.891.500,0.0098,1.4941
00:00:00.891.750,0.0098,1.5039
00:00:00.892.000,-0.0098,1.5332
00:00:00.892.250,0.0098,1.5527
00:00:00.892.500,0.0000,1.6138
00:00:00.892.750,0.0000,1.6528
00:00:00.893.000,-0.0391,1.6724
00:00:00.893.250,-0.0684,1.6919
00:00:00.893.500,-0.1099,1.6235
00:00:00.893.750,-0.1392,1.5820
00:00:00.894.000,-0.1587,1.4941
00:00:00.894.250,-0.1685,1.4038
00:00:00.894.500,-0.2075,1.3037
00:00:00.894.750,-0.2173,1.1743
00:00:00.895.000,-0.2490,1.0352
00:00:00.895.250,-0.2783,0.8960
00:00:00.895.500,-0.3076,0.7275
00:00:00.895.750,-0.3076,0.5688
00:00:00.896.000,-0.3076,0.3979
00:00:00.896.250,-0.3589,0.2783
00:00:00.896.500,-0.3784,0.1196
00:00:00.896.750,-0.4077,-0.0293
00:00:00.897.000,-0.4077,-0.1489
00:00:00.897.250,-0.4175,-0.2783
00:00:00.897.500,-0.4272,-0.4077
00:00:00.897.750,-0.3784,-0.5176
00:00:00.898.000,-0.3784,-0.6274
00:00:00.898.250,-0.3174,-0.7251
00:00:00.898.500,-0.2686,-0.8252
00:00:00.898.750,-0.1978,-0.9058
00:00:00.899.000,-0.1392,-1.0059
00:00:00.899.250,-0.1099,-1.0840
00:00:00.899.500,-0.0781,-1.1548
00:00:00.899.750,-0.0488,-1.2134
00:00:00.900.000,-0.0391,-1.2744
00:00:00.900.250,-0.0293,-1.3135
00:00:00.900.500,-0.0098,-1.3623
00:00:00.900.750,0.0098,-1.4038
00:00:00.901.000,0.0195,-1.4429
00:00:00.901.250,0.0293,-1.4819
00:00:00.901.500,0.0415,-1.5112
00:00:00.901.750,0.0513,-1.5332
00:00:00.902.000,0.0610,-1.5820
00:00:00.902.250,0.0708,-1.6016
00:00:00.902.500,0.0610,-1.6528
00:00:00.902.750,0.0806,-1.6919
00:00:00.903.000,0.0903,-1.7212
00:00:00.903.250,0.1294,-1.7505
00:00:00.903.500,0.1904,-1.6919
00:00:00.903.750,0.2197,-1.6211
00:00:00.904.000,0.2393,-1.5234
00:00:00.904.250,0.2295,-1.4038
00:00:00.904.500,0.2588,-1.2939
00:00:00.904.750,0.2783,-1.1938
00:00:00.905.000,0.3003,-1.0547
00:00:00.905.250,0.3296,-0.9058
00:00:00.905.500,0.3589,-0.7471
00:00:00.905.750,0.3687,-0.5664
00:00:00.906.000,0.3882,-0.4272
00:00:00.906.250,0.4175,-0.2881
00:00:00.906.500,0.4590,-0.1587
00:00:00.906.750,0.4590,-0.0098
00:00:00.907.000,0.4980,0.1392
00:00:00.907.250,0.4980,0.2686
00:00:00.907.500,0.4785,0.3784
00:00:00.907.750,0.5078,0.4980
00:00:00.908.000,0.4590,0.6177
00:00:00.908.250,0.4395,0.7080
00:00:00.908.500,0.3882,0.8179
00:00:00.908.750,0.3296,0.8960
00:00:00.909.000,0.2686,0.9863
00:00:00.909.250,0.2100,1.0645
00:00:00.909.500,0.1904,1.1450
00:00:00.909.750,0.1392,1.1938
00:00:00.910.000,0.1196,1.2549
00:00:00.910.250,0.0806,1.2939
00:00:00.910.500,0.0513,1.3647
00:00:00.910.750,0.0513,1.3940
00:00:00.911.000,0.0195,1.4331
00:00:00.911.250,0.0098,1.4648
00:00:00.911.500,0.0098,1.5039
00:00:00.911.750,0.0098,1.5430
00:00:00.912.000,0.0000,1.5430
00:00:00.912.250,-0.0293,1.5942
00:00:00.912.500,-0.0195,1.6333
00:00:00.912.750,-0.0098,1.6821
00:00:00.913.000,-0.0488,1.6919
00:00:00.913.250,-0.0684,1.7114
00:00:00.913.500,-0.1196,1.6724
00:00:00.913.750,-0.1489,1.5723
00:00:00.914.000,-0.1587,1.4648
00:00:00.914.250,-0.1587,1.3647
00:00:00.914.500,-0.2075,1.2646
00:00:00.914.750,-0.2075,1.1450
00:00:00.915.000,-0.2295,1.0059
00:00:00.915.250,-0.2490,0.8765
00:00:00.915.500,-0.2881,0.7178
00:00:00.915.750,-0.3174,0.5591
00:00:00.916.000,-0.2979,0.4175
00:00:00.916.250,-0.3589,0.2686
00:00:00.916.500,-0.3784,0.1196
00:00:00.916.750,-0.3979,-0.0098
00:00:00.917.000,-0.4175,-0.1587
00:00:00.917.250,-0.4175,-0.2783
00:00:00.917.500,-0.4175,-0.4077
00:00:00.917.750,-0.3784,-0.5176
00:00:00.918.000,-0.3687,-0.6274
00:00:00.918.250,-0.3174,-0.7153
00:00:00.918.500,-0.2490,-0.8154
00:00:00.918.750,-0.1978,-0.9155
00:00:00.919.000,-0.1587,-0.9937
00:00:00.919.250,-0.1196,-1.0645
00:00:00.919.500,-0.0879,-1.1450
00:00:00.919.750,-0.0488,-1.2036
00:00:00.920.000,-0.0391,-1.2744
00:00:00.920.250,-0.0195,-1.3232
00:00:00.920.500,0.0000,-1.3818
00:00:00.920.750,0.0098,-1.4136
00:00:00.921.000,0.0415,-1.4526
00:00:00.921.250,0.0415,-1.4819
00:00:00.921.500,0.0415,-1.5332
00:00:00.921.750,0.0610,-1.5332
00:00:00.922.000,0.0708,-1.5820
00:00:00.922.250,0.0708,-1.6211
00:00:00.922.500,0.0806,-1.6626
00:00:00.922.750,0.0903,-1.7212
00:00:00.923.000,0.1099,-1.7603
00:00:00.923.250,0.1294,-1.7505
00:00:00.923.500,0.2002,-1.6821
00:00:00.923.750,0.2100,-1.5820
00:00:00.924.000,0.2100,-1.5015
00:00:00.924.250,0.2197,-1.3940
00:00:00.924.500,0.2393,-1.2842
00:00:00.924.750,0.2686,-1.1743
00:00:00.925.000,0.3003,-1.0352
00:00:00.925.250,0.3394,-0.8960
00:00:00.925.500,0.3394,-0.7349
00:00:00.925.750,0.3882,-0.5566
00:00:00.926.000,0.3784,-0.4272
00:00:00.926.250,0.4395,-0.2783
00:00:00.926.500,0.4590,-0.1489
00:00:00.926.750,0.4785,0.0000
00:00:00.927.000,0.4980,0.1294
00:00:00.927.250,0.5078,0.2588
00:00:00.927.500,0.4785,0.3784
00:00:00.927.750,0.4980,0.4883
00:00:00.928.000,0.4785,0.6079
00:00:00.928.250,0.4297,0.7080
00:00:00.928.500,0.3784,0.8057
00:00:00.928.750,0.3198,0.8960
00:00:00.929.000,0.2881,0.9766
00:00:00.929.250,0.2490,1.0645
00:00:00.929.500,0.1904,1.1450
00:00:00.929.750,0.1587,1.2158
00:00:00.930.000,0.1294,1.2549
00:00:00.930.250,0.1001,1.3037
00:00:00.930.500,0.0610,1.3647
00:00:00.930.750,0.0513,1.4038
00:00:00.931.000,0.0415,1.4429
00:00:00.931.250,0.0293,1.4746
00:00:00.931.500,0.0513,1.5039
00:00:00.931.750,0.0000,1.5430
00:00:00.932.000,0.0098,1.5820
00:00:00.932.250,-0.0293,1.5942
00:00:00.932.500,-0.0098,1.6431
00:00:00.932.750,0.0000,1.6821
00:00:00.933.000,-0.0391,1.7114
00:00:00.933.250,-0.0586,1.7236
00:00:00.933.500,-0.1392,1.7017
00:00:00.933.750,-0.1587,1.5723
00:00:00.934.000,-0.1392,1.4648
00:00:00.934.250,-0.1489,1.3745
00:00:00.934.500,-0.1782,1.2549
00:00:00.934.750,-0.2075,1.1450
00:00:00.935.000,-0.2173,1.0156
00:00:00.935.250,-0.2686,0.8667
00:00:00.935.500,-0.2881,0.7178
00:00:00.935.750,-0.3076,0.5469
00:00:00.936.000,-0.3076,0.4077
00:00:00.936.250,-0.3467,0.2686
00:00:00.936.500,-0.3687,0.1196
00:00:00.936.750,-0.3882,-0.0195
00:00:00.937.000,-0.4077,-0.1587
00:00:00.937.250,-0.4077,-0.2979
00:00:00.937.500,-0.4272,-0.4175
00:00:00.937.750,-0.3882,-0.5176
00:00:00.938.000,-0.3467,-0.6055
00:00:00.938.250,-0.3174,-0.7153
00:00:00.938.500,-0.2490,-0.8252
00:00:00.938.750,-0.2075,-0.9058
00:00:00.939.000,-0.1587,-0.9937
00:00:00.939.250,-0.1099,-1.0840
00:00:00.939.500,-0.0879,-1.1548
00:00:00.939.750,-0.0586,-1.2134
00:00:00.940.000,-0.0195,-1.2524
00:00:00.940.250,0.0098,-1.3428
00:00:00.940.500,0.0098,-1.3721
00:00:00.940.750,0.0293,-1.4136
00:00:00.941.000,0.0513,-1.4722
00:00:00.941.250,0.0415,-1.4917
00:00:00.941.500,0.0610,-1.5430
00:00:00.941.750,0.0708,-1.5625
00:00:00.942.000,0.0708,-1.6016
00:00:00.942.250,0.0903,-1.6211
00:00:00.942.500,0.0806,-1.6406
00:00:00.942.750,0.0903,-1.6919
00:00:00.943.000,0.1099,-1.7505
00:00:00.943.250,0.1392,-1.7505
00:00:00.943.500,0.1904,-1.6821
00:00:00.943.750,0.2100,-1.5820
00:00:00.944.000,0.2295,-1.4917
00:00:00.944.250,0.2393,-1.3818
00:00:00.944.500,0.2490,-1.2939
00:00:00.944.750,0.2686,-1.1646
00:00:00.945.000,0.3101,-1.0449
00:00:00.945.250,0.3394,-0.8862
00:00:00.945.500,0.3687,-0.7349
00:00:00.945.750,0.3687,-0.5664
00:00:00.946.000,0.3979,-0.4272
00:00:00.946.250,0.4175,-0.2881
00:00:00.946.500,0.4688,-0.1392
00:00:00.946.750,0.4688,-0.0098
00:00:00.947.000,0.4980,0.1294
00:00:00.947.250,0.5078,0.2686
00:00:00.947.500,0.4980,0.3784
00:00:00.947.750,0.4883,0.5078
00:00:00.948.000,0.4688,0.5884
00:00:00.948.250,0.4590,0.6982
00:00:00.948.500,0.3979,0.8057
00:00:00.948.750,0.3296,0.8960
00:00:00.949.000,0.2783,0.9863
00:00:00.949.250,0.2197,1.0645
00:00:00.949.500,0.1904,1.1353
00:00:00.949.750,0.1807,1.1938
00:00:00.950.000,0.1196,1.2549
00:00:00.950.250,0.1001,1.2939
00:00:00.950.500,0.0806,1.3550
00:00:00.950.750,0.0610,1.3940
00:00:00.951.000,0.0415,1.4331
00:00:00.951.250,0.0195,1.4746
00:00:00.951.500,0.0293,1.5039
00:00:00.951.750,0.0195,1.5234
00:00:00.952.000,0.0098,1.5625
00:00:00.952.250,-0.0195,1.5942
00:00:00.952.500,-0.0098,1.6138
00:00:00.952.750,-0.0098,1.6626
00:00:00.953.000,-0.0488,1.6626
00:00:00.953.250,-0.0684,1.6626
00:00:00.953.500,-0.0879,1.6040
00:00:00.953.750,-0.1294,1.5137
00:00:00.954.000,-0.1587,1.4233
00:00:00.954.250,-0.1587,1.3232
00:00:00.954.500,-0.1685,1.2256
00:00:00.954.750,-0.1978,1.1060
00:00:00.955.000,-0.2075,0.9766
00:00:00.955.250,-0.2490,0.8472
00:00:00.955.500,-0.2881,0.6982
00:00:00.955.750,-0.2881,0.5273
00:00:00.956.000,-0.3076,0.3784
00:00:00.956.250,-0.3369,0.2490
00:00:00.956.500,-0.3784,0.1196
00:00:00.956.750,-0.3882,-0.0098
00:00:00.957.000,-0.4175,-0.1392
00:00:00.957.250,-0.4272,-0.2686
00:00:00.957.500,-0.4370,-0.3882
00:00:00.957.750,-0.3882,-0.4883
00:00:00.958.000,-0.3687,-0.5957
00:00:00.958.250,-0.3174,-0.7056
00:00:00.958.500,-0.2588,-0.7861
00:00:00.958.750,-0.2295,-0.8862
00:00:00.959.000,-0.1685,-0.9546
00:00:00.959.250,-0.1294,-1.0449
00:00:00.959.500,-0.1099,-1.1133
00:00:00.959.750,-0.0684,-1.1938
00:00:00.960.000,-0.0488,-1.2427
00:00:00.960.250,-0.0195,-1.2939
00:00:00.960.500,-0.0098,-1.3428
00:00:00.960.750,0.0000,-1.3940
00:00:00.961.000,0.0195,-1.4331
00:00:00.961.250,0.0415,-1.4624
00:00:00.961.500,0.0415,-1.4917
00:00:00.961.750,0.0513,-1.5332
00:00:00.962.000,0.0610,-1.5527
00:00:00.962.250,0.0806,-1.5918
00:00:00.962.500,0.0708,-1.6309
00:00:00.962.750,0.0415,-1.6626
00:00:00.963.000,0.0806,-1.7017
00:00:00.963.250,0.1196,-1.6821
00:00:00.963.500,0.1709,-1.6309
00:00:00.963.750,0.1904,-1.5332
00:00:00.964.000,0.2197,-1.4429
00:00:00.964.250,0.2002,-1.3330
00:00:00.964.500,0.2197,-1.2427
00:00:00.964.750,0.2490,-1.1230
00:00:00.965.000,0.2881,-1.0156
00:00:00.965.250,0.3296,-0.8545
00:00:00.965.500,0.3394,-0.7153
00:00:00.965.750,0.3687,-0.5469
00:00:00.966.000,0.3979,-0.4077
00:00:00.966.250,0.4297,-0.2783
00:00:00.966.500,0.4590,-0.1294
00:00:00.966.750,0.4785,0.0000
00:00:00.967.000,0.5078,0.1392
00:00:00.967.250,0.5176,0.2588
00:00:00.967.500,0.4980,0.3784
00:00:00.967.750,0.4980,0.4785
00:00:00.968.000,0.4688,0.5884
00:00:00.968.250,0.4590,0.6763
00:00:00.968.500,0.3882,0.7764
00:00:00.968.750,0.3394,0.8569
00:00:00.969.000,0.2783,0.9473
00:00:00.969.250,0.2393,1.0254
00:00:00.969.500,0.2100,1.1060
00:00:00.969.750,0.1489,1.1646
00:00:00.970.000,0.1392,1.2354
00:00:00.970.250,0.1196,1.2842
00:00:00.970.500,0.0708,1.3232
00:00:00.970.750,0.0806,1.3843
00:00:00.971.000,0.0415,1.4233
00:00:00.971.250,0.0293,1.4648
00:00:00.971.500,0.0195,1.4844
00:00:00.971.750,0.0000,1.5234
00:00:00.972.000,-0.0098,1.5625
00:00:00.972.250,-0.0098,1.5942
00:00:00.972.500,0.0000,1.6333
00:00:00.972.750,-0.0195,1.6626
00:00:00.973.000,-0.0488,1.6821
00:00:00.973.250,-0.0781,1.6626
00:00:00.973.500,-0.1099,1.6040
00:00:00.973.750,-0.1392,1.5234
00:00:00.974.000,-0.1489,1.4331
00:00:00.974.250,-0.1587,1.3354
00:00:00.974.500,-0.1782,1.2256
00:00:00.974.750,-0.1880,1.1060
00:00:00.975.000,-0.2075,0.9863
00:00:00.975.250,-0.2490,0.8472
00:00:00.975.500,-0.2783,0.6885
00:00:00.975.750,-0.3174,0.5273
00:00:00.976.000,-0.3271,0.3882
00:00:00.976.250,-0.3369,0.2588
00:00:00.976.500,-0.3784,0.1099
00:00:00.976.750,-0.4077,-0.0293
00:00:00.977.000,-0.4175,-0.1489
00:00:00.977.250,-0.4272,-0.2783
00:00:00.977.500,-0.4272,-0.3979
00:00:00.977.750,-0.3979,-0.4883
00:00:00.978.000,-0.3687,-0.5957
00:00:00.978.250,-0.3271,-0.6958
00:00:00.978.500,-0.2588,-0.7861
00:00:00.978.750,-0.1978,-0.8765
00:00:00.979.000,-0.1685,-0.9644
00:00:00.979.250,-0.1294,-1.0449
00:00:00.979.500,-0.1001,-1.1230
00:00:00.979.750,-0.0586,-1.1743
00:00:00.980.000,-0.0391,-1.2524
00:00:00.980.250,-0.0195,-1.2939
00:00:00.980.500,-0.0098,-1.3428
00:00:00.980.750,0.0098,-1.3940
00:00:00.981.000,0.0195,-1.4331
00:00:00.981.250,0.0293,-1.4722
00:00:00.981.500,0.0610,-1.5015
00:00:00.981.750,0.0610,-1.5332
00:00:00.982.000,0.0708,-1.5723
00:00:00.982.250,0.0708,-1.5820
00:00:00.982.500,0.0610,-1.6309
00:00:00.982.750,0.0806,-1.6626
00:00:00.983.000,0.0708,-1.6919
00:00:00.983.250,0.1196,-1.6821
00:00:00.983.500,0.1709,-1.6309
00:00:00.983.750,0.2002,-1.5332
00:00:00.984.000,0.1807,-1.4526
00:00:00.984.250,0.2295,-1.3428
00:00:00.984.500,0.2295,-1.2329
00:00:00.984.750,0.2490,-1.1230
00:00:00.985.000,0.2881,-1.0059
00:00:00.985.250,0.3198,-0.8765
00:00:00.985.500,0.3491,-0.7153
00:00:00.985.750,0.3784,-0.5371
00:00:00.986.000,0.3687,-0.3979
00:00:00.986.250,0.4175,-0.2686
00:00:00.986.500,0.4590,-0.1392
00:00:00.986.750,0.4590,0.0000
00:00:00.987.000,0.4785,0.1294
00:00:00.987.250,0.4980,0.2588
00:00:00.987.500,0.5273,0.3784
00:00:00.987.750,0.5078,0.4883
00:00:00.988.000,0.4883,0.5786
00:00:00.988.250,0.4590,0.6885
00:00:00.988.500,0.3784,0.7764
00:00:00.988.750,0.3198,0.8667
00:00:00.989.000,0.3003,0.9473
00:00:00.989.250,0.2295,1.0156
00:00:00.989.500,0.2002,1.0962
00:00:00.989.750,0.1709,1.1548
00:00:00.990.000,0.1294,1.2256
00:00:00.990.250,0.1196,1.2939
00:00:00.990.500,0.0806,1.3354
00:00:00.990.750,0.0610,1.3745
00:00:00.991.000,0.0513,1.4038
00:00:00.991.250,0.0513,1.4331
00:00:00.991.500,0.0293,1.4844
00:00:00.991.750,0.0000,1.5234
00:00:00.992.000,0.0098,1.5625
00:00:00.992.250,0.0098,1.5625
00:00:00.992.500,-0.0098,1.6138
00:00:00.992.750,0.0000,1.6528
00:00:00.993.000,-0.0391,1.6821
00:00:00.993.250,-0.0586,1.6919
00:00:00.993.500,-0.1294,1.6333
00:00:00.993.750,-0.1294,1.5527
00:00:00.994.000,-0.1489,1.4844
00:00:00.994.250,-0.1587,1.3647
00:00:00.994.500,-0.1978,1.2646
00:00:00.994.750,-0.2173,1.1450
00:00:00.995.000,-0.2393,1.0059
00:00:00.995.250,-0.2686,0.8667
00:00:00.995.500,-0.2881,0.6982
00:00:00.995.750,-0.3076,0.5469
00:00:00.996.000,-0.3467,0.3882
00:00:00.996.250,-0.3369,0.2588
00:00:00.996.500,-0.3784,0.1196
00:00:00.996.750,-0.3979,-0.0098
00:00:00.997.000,-0.4175,-0.1587
00:00:00.997.250,-0.4175,-0.3076
00:00:00.997.500,-0.4272,-0.4077
00:00:00.997.750,-0.3979,-0.5176
00:00:00.998.000,-0.3589,-0.6177
00:00:00.998.250,-0.2881,-0.7251
00:00:00.998.500,-0.2588,-0.8057
00:00:00.998.750,-0.1880,-0.9058
00:00:00.999.000,-0.1489,-0.9839
00:00:00.999.250,-0.1294,-1.0840
00:00:00.999.500,-0.0879,-1.1230
00:00:00.999.750,-0.0586,-1.2036
00:00:01.000.000,-0.0293,-1.2646
00:00:01.000.250,-0.0098,-1.3232
00:00:01.000.500,0.0195,-1.3525
00:00:01.000.750,0.0098,-1.4136
00:00:01.001.000,0.0293,-1.4526
00:00:01.001.250,0.0513,-1.4917
