time,ch0,ch1
00:00:00.889.776,-0.2490,0.8472
00:00:00.890.109,-0.2783,0.6372
00:00:00.890.442,-0.2783,0.4175
00:00:00.890.775,-0.3174,0.2588
00:00:00.891.108,-0.3467,0.0806
00:00:00.891.441,-0.3687,-0.1099
00:00:00.891.774,-0.3979,-0.2686
00:00:00.892.107,-0.3687,-0.4272
00:00:00.892.440,-0.3467,-0.5664
00:00:00.892.773,-0.2783,-0.7056
00:00:00.893.106,-0.2173,-0.8350
00:00:00.893.439,-0.1489,-0.9351
00:00:00.893.772,-0.1001,-1.0352
00:00:00.894.105,-0.0684,-1.1230
00:00:00.894.438,-0.0195,-1.2134
00:00:00.894.771,0.0000,-1.2842
00:00:00.895.104,0.0098,-1.3623
00:00:00.895.437,0.0415,-1.4136
00:00:00.895.770,0.0513,-1.4624
00:00:00.896.103,0.0806,-1.5112
00:00:00.896.436,0.0806,-1.5430
00:00:00.896.769,0.1001,-1.5723
00:00:00.897.102,0.0903,-1.6113
00:00:00.897.435,0.0903,-1.6724
00:00:00.897.768,0.1196,-1.6724
00:00:00.898.101,0.2002,-1.6016
00:00:00.898.434,0.2197,-1.5112
00:00:00.898.767,0.2295,-1.3721
00:00:00.899.100,0.2686,-1.2231
00:00:00.899.433,0.2783,-1.0645
00:00:00.899.766,0.3198,-0.8862
00:00:00.900.099,0.3589,-0.6763
00:00:00.900.432,0.3882,-0.4565
00:00:00.900.765,0.4077,-0.2686
00:00:00.901.098,0.4395,-0.0781
00:00:00.901.431,0.4590,0.0903
00:00:00.901.764,0.4980,0.2686
00:00:00.902.097,0.4590,0.4175
00:00:00.902.430,0.4492,0.5688
00:00:00.902.763,0.4175,0.6982
00:00:00.903.096,0.3296,0.8057
00:00:00.903.429,0.2686,0.9058
00:00:00.903.762,0.2295,1.0156
00:00:00.904.095,0.1489,1.1255
00:00:00.904.428,0.1392,1.2158
00:00:00.904.761,0.0903,1.2744
00:00:00.905.094,0.0708,1.3354
00:00:00.905.427,0.0293,1.3940
00:00:00.905.760,0.0293,1.4429
00:00:00.906.093,0.0098,1.4941
00:00:00.906.426,-0.0195,1.5234
00:00:00.906.759,-0.0098,1.5625
00:00:00.907.092,-0.0293,1.6138
00:00:00.907.425,-0.0488,1.6626
00:00:00.907.758,-0.0879,1.6626
00:00:00.908.091,-0.1099,1.5723
00:00:00.908.424,-0.1392,1.4746
00:00:00.908.757,-0.1587,1.3452
00:00:00.909.090,-0.1782,1.2061
00:00:00.909.423,-0.2173,1.0449
00:00:00.909.756,-0.2490,0.8569
00:00:00.910.089,-0.2979,0.6567
00:00:00.910.422,-0.2979,0.4492
00:00:00.910.755,-0.3271,0.2588
00:00:00.911.088,-0.3687,0.0806
00:00:00.911.421,-0.3784,-0.1001
00:00:00.911.754,-0.3882,-0.2686
00:00:00.912.087,-0.3979,-0.4272
00:00:00.912.420,-0.3589,-0.5664
00:00:00.912.753,-0.2979,-0.6958
00:00:00.913.086,-0.2295,-0.8252
00:00:00.913.419,-0.1587,-0.9351
00:00:00.913.752,-0.1196,-1.0254
00:00:00.914.085,-0.0781,-1.1230
00:00:00.914.418,-0.0391,-1.2134
00:00:00.914.751,-0.0195,-1.2744
00:00:00.915.084,0.0195,-1.3428
00:00:00.915.417,0.0415,-1.4038
00:00:00.915.750,0.0415,-1.4526
00:00:00.916.083,0.0513,-1.4917
00:00:00.916.416,0.0708,-1.5527
00:00:00.916.749,0.0806,-1.5918
00:00:00.917.082,0.0903,-1.6211
00:00:00.917.415,0.0708,-1.6821
00:00:00.917.748,0.1294,-1.6821
00:00:00.918.081,0.1904,-1.6309
00:00:00.918.414,0.2197,-1.5430
00:00:00.918.747,0.2588,-1.4136
00:00:00.919.080,0.2783,-1.2427
00:00:00.919.413,0.2881,-1.0742
00:00:00.919.746,0.3003,-0.9058
00:00:00.920.079,0.3589,-0.6860
00:00:00.920.412,0.3882,-0.4761
00:00:00.920.745,0.4077,-0.2979
00:00:00.921.078,0.4395,-0.1001
00:00:00.921.411,0.4688,0.0903
00:00:00.921.744,0.4980,0.2588
00:00:00.922.077,0.4688,0.4175
00:00:00.922.410,0.4590,0.5688
00:00:00.922.743,0.4175,0.6885
00:00:00.923.076,0.3589,0.8057
00:00:00.923.409,0.2783,0.9155
00:00:00.923.742,0.2197,1.0156
00:00:00.924.075,0.1904,1.1157
00:00:00.924.408,0.1489,1.1938
00:00:00.924.741,0.0806,1.2646
00:00:00.925.074,0.0610,1.3354
00:00:00.925.407,0.0195,1.3940
00:00:00.925.740,0.0293,1.4526
00:00:00.926.073,0.0000,1.4941
00:00:00.926.406,0.0000,1.5234
00:00:00.926.739,-0.0098,1.5723
00:00:00.927.072,-0.0195,1.6235
00:00:00.927.405,-0.0391,1.6724
00:00:00.927.738,-0.1001,1.6626
00:00:00.928.071,-0.1001,1.6138
00:00:00.928.404,-0.1489,1.4941
00:00:00.928.737,-0.1880,1.3745
00:00:00.929.070,-0.2075,1.2451
00:00:00.929.403,-0.1978,1.0645
00:00:00.929.736,-0.2393,0.8960
00:00:00.930.069,-0.2881,0.6763
00:00:00.930.402,-0.2881,0.4590
00:00:00.930.735,-0.3174,0.2783
00:00:00.931.068,-0.3369,0.0806
00:00:00.931.401,-0.3784,-0.1099
00:00:00.931.734,-0.3784,-0.2686
00:00:00.932.067,-0.3784,-0.4175
00:00:00.932.400,-0.3467,-0.5566
00:00:00.932.733,-0.3076,-0.7056
00:00:00.933.066,-0.2173,-0.8154
00:00:00.933.399,-0.1685,-0.9351
00:00:00.933.732,-0.1294,-1.0254
00:00:00.934.065,-0.1001,-1.1230
00:00:00.934.398,-0.0391,-1.2134
00:00:00.934.731,0.0000,-1.2842
00:00:00.935.064,0.0000,-1.3525
00:00:00.935.397,0.0513,-1.4136
00:00:00.935.730,0.0610,-1.4722
00:00:00.936.063,0.0806,-1.5015
00:00:00.936.396,0.0806,-1.5430
00:00:00.936.729,0.0903,-1.5820
00:00:00.937.062,0.0708,-1.6211
00:00:00.937.395,0.0903,-1.6724
00:00:00.937.728,0.1099,-1.6821
00:00:00.938.061,0.2002,-1.6211
00:00:00.938.394,0.2100,-1.4917
00:00:00.938.727,0.2197,-1.3623
00:00:00.939.060,0.2588,-1.2231
00:00:00.939.393,0.2881,-1.0645
00:00:00.939.726,0.3198,-0.9058
00:00:00.940.059,0.3882,-0.6958
00:00:00.940.392,0.3687,-0.4883
00:00:00.940.725,0.3979,-0.3076
00:00:00.941.058,0.4395,-0.1001
00:00:00.941.391,0.4688,0.0610
00:00:00.941.724,0.4785,0.2588
00:00:00.942.057,0.4688,0.3882
00:00:00.942.390,0.4785,0.5273
00:00:00.942.723,0.4297,0.6665
00:00:00.943.056,0.3687,0.8057
00:00:00.943.389,0.2881,0.9155
00:00:00.943.722,0.2490,1.0059
00:00:00.944.055,0.2002,1.1157
00:00:00.944.388,0.1392,1.1938
00:00:00.944.721,0.1099,1.2646
00:00:00.945.054,0.0610,1.3354
00:00:00.945.387,0.0513,1.3940
00:00:00.945.720,0.0195,1.4526
00:00:00.946.053,0.0000,1.4941
00:00:00.946.386,0.0000,1.5332
00:00:00.946.719,-0.0098,1.5723
00:00:00.947.052,-0.0098,1.6138
00:00:00.947.385,-0.0293,1.6528
00:00:00.947.718,-0.0781,1.6724
00:00:00.948.051,-0.1099,1.5942
00:00:00.948.384,-0.1294,1.4941
00:00:00.948.717,-0.1587,1.3745
00:00:00.949.050,-0.1685,1.2354
00:00:00.949.383,-0.1978,1.0645
00:00:00.949.716,-0.2490,0.9058
00:00:00.950.049,-0.2686,0.6763
00:00:00.950.382,-0.3174,0.4688
00:00:00.950.715,-0.2979,0.3003
00:00:00.951.048,-0.3589,0.1099
00:00:00.951.381,-0.3687,-0.0684
00:00:00.951.714,-0.3784,-0.2490
00:00:00.952.047,-0.3882,-0.4175
00:00:00.952.380,-0.3589,-0.5664
00:00:00.952.713,-0.3076,-0.6763
00:00:00.953.046,-0.2295,-0.8154
00:00:00.953.379,-0.1880,-0.9351
00:00:00.953.712,-0.1001,-1.0449
00:00:00.954.045,-0.0684,-1.1353
00:00:00.954.378,-0.0293,-1.2036
00:00:00.954.711,-0.0098,-1.2842
00:00:00.955.044,0.0293,-1.3525
00:00:00.955.377,0.0293,-1.4136
00:00:00.955.710,0.0415,-1.4624
00:00:00.956.043,0.0708,-1.5112
00:00:00.956.376,0.0903,-1.5430
00:00:00.956.709,0.1099,-1.5723
00:00:00.957.042,0.1099,-1.6406
00:00:00.957.375,0.1099,-1.6626
00:00:00.957.708,0.1294,-1.6919
00:00:00.958.041,0.1709,-1.6406
00:00:00.958.374,0.2197,-1.5332
00:00:00.958.707,0.2393,-1.4136
00:00:00.959.040,0.2588,-1.2842
00:00:00.959.373,0.2686,-1.1230
00:00:00.959.706,0.3198,-0.9253
00:00:00.960.039,0.3589,-0.7349
00:00:00.960.372,0.3687,-0.4980
00:00:00.960.705,0.3979,-0.3174
00:00:00.961.038,0.4395,-0.1196
00:00:00.961.371,0.4492,0.0513
00:00:00.961.704,0.4395,0.2393
00:00:00.962.037,0.4590,0.3979
00:00:00.962.370,0.4492,0.5273
00:00:00.962.703,0.4077,0.6763
00:00:00.963.036,0.3687,0.8057
00:00:00.963.369,0.3198,0.9155
00:00:00.963.702,0.2295,1.0059
00:00:00.964.035,0.2100,1.1157
00:00:00.964.368,0.1392,1.1938
00:00:00.964.701,0.1099,1.2646
00:00:00.965.034,0.0610,1.3232
00:00:00.965.367,0.0415,1.3940
00:00:00.965.700,0.0293,1.4526
00:00:00.966.033,0.0000,1.4844
00:00:00.966.366,0.0000,1.5332
00:00:00.966.699,0.0000,1.5625
00:00:00.967.032,-0.0293,1.6040
00:00:00.967.365,-0.0195,1.6626
00:00:00.967.698,-0.0586,1.6724
00:00:00.968.031,-0.1196,1.6138
00:00:00.968.364,-0.1489,1.5039
00:00:00.968.697,-0.1685,1.3843
00:00:00.969.030,-0.2075,1.2451
00:00:00.969.363,-0.1880,1.0962
00:00:00.969.696,-0.2490,0.9253
00:00:00.970.029,-0.2979,0.7178
00:00:00.970.362,-0.2783,0.4883
00:00:00.970.695,-0.3174,0.3101
00:00:00.971.028,-0.3467,0.1196
00:00:00.971.361,-0.3589,-0.0586
00:00:00.971.694,-0.3687,-0.2393
00:00:00.972.027,-0.3882,-0.3979
00:00:00.972.360,-0.3589,-0.5566
00:00:00.972.693,-0.3076,-0.6763
00:00:00.973.026,-0.2295,-0.8154
00:00:00.973.359,-0.1880,-0.9253
00:00:00.973.692,-0.1294,-1.0254
00:00:00.974.025,-0.0781,-1.1230
00:00:00.974.358,-0.0195,-1.2036
00:00:00.974.691,-0.0098,-1.2842
00:00:00.975.024,0.0098,-1.3428
00:00:00.975.357,0.0513,-1.4038
00:00:00.975.690,0.0513,-1.4526
00:00:00.976.023,0.0610,-1.5015
00:00:00.976.356,0.0806,-1.5527
00:00:00.976.689,0.1001,-1.5723
00:00:00.977.022,0.1001,-1.6113
00:00:00.977.355,0.0806,-1.6626
00:00:00.977.688,0.1196,-1.6626
00:00:00.978.021,0.1709,-1.6309
00:00:00.978.354,0.2002,-1.5112
00:00:00.978.687,0.2100,-1.3940
00:00:00.979.020,0.2490,-1.2524
00:00:00.979.353,0.2588,-1.0938
00:00:00.979.686,0.2881,-0.9351
00:00:00.980.019,0.3296,-0.7251
00:00:00.980.352,0.3687,-0.5176
00:00:00.980.685,0.3882,-0.3271
00:00:00.981.018,0.4297,-0.1392
00:00:00.981.351,0.4492,0.0513
00:00:00.981.684,0.4590,0.2197
00:00:00.982.017,0.4688,0.3589
00:00:00.982.350,0.4492,0.5176
00:00:00.982.683,0.4297,0.6470
00:00:00.983.016,0.3784,0.7764
00:00:00.983.349,0.2881,0.8862
00:00:00.983.682,0.2686,0.9961
00:00:00.984.015,0.2002,1.0962
00:00:00.984.348,0.1294,1.1646
00:00:00.984.681,0.1196,1.2646
00:00:00.985.014,0.0708,1.3232
00:00:00.985.347,0.0415,1.3843
00:00:00.985.680,0.0195,1.4331
00:00:00.986.013,0.0000,1.4941
00:00:00.986.346,-0.0293,1.5234
00:00:00.986.679,-0.0293,1.5723
00:00:00.987.012,-0.0293,1.6138
00:00:00.987.345,-0.0488,1.6626
00:00:00.987.678,-0.0879,1.6919
00:00:00.988.011,-0.1001,1.6333
00:00:00.988.344,-0.1392,1.5430
00:00:00.988.677,-0.1685,1.4038
00:00:00.989.010,-0.1880,1.2744
00:00:00.989.343,-0.2173,1.1255
00:00:00.989.676,-0.2588,0.9253
00:00:00.990.009,-0.2979,0.7373
00:00:00.990.342,-0.3076,0.5176
00:00:00.990.675,-0.3174,0.3296
00:00:00.991.008,-0.3467,0.1392
00:00:00.991.341,-0.3687,-0.0488
00:00:00.991.674,-0.3882,-0.2295
00:00:00.992.008,-0.4077,-0.3979
00:00:00.992.341,-0.3589,-0.5566
00:00:00.992.674,-0.2881,-0.6860
00:00:00.993.007,-0.2393,-0.8252
00:00:00.993.340,-0.1587,-0.9351
00:00:00.993.673,-0.1294,-1.0352
00:00:00.994.006,-0.0586,-1.1450
00:00:00.994.339,-0.0293,-1.2231
00:00:00.994.672,0.0000,-1.2842
00:00:00.995.005,0.0098,-1.3525
00:00:00.995.338,0.0415,-1.4136
00:00:00.995.671,0.0610,-1.4722
00:00:00.996.004,0.0806,-1.5112
00:00:00.996.337,0.0903,-1.5527
00:00:00.996.670,0.1001,-1.5918
00:00:00.997.003,0.1294,-1.6724
00:00:00.997.336,0.1196,-1.7212
00:00:00.997.669,0.1196,-1.7505
00:00:00.998.002,0.2100,-1.7310
00:00:00.998.335,0.2295,-1.5918
00:00:00.998.668,0.2490,-1.4819
00:00:00.999.001,0.2686,-1.3135
00:00:00.999.334,0.3003,-1.1646
00:00:00.999.667,0.3296,-0.9839
00:00:01.000.000,0.3491,-0.7568
00:00:01.000.333,0.3687,-0.5566
00:00:01.000.666,0.4175,-0.3589
00:00:01.000.999,0.4175,-0.1587
00:00:01.001.332,0.4688,0.0293
00:00:01.001.665,0.4688,0.2197
00:00:01.001.998,0.4785,0.3882
00:00:01.002.331,0.4395,0.5371
00:00:01.002.664,0.4077,0.6763
00:00:01.002.997,0.3687,0.8057
00:00:01.003.330,0.2881,0.9351
00:00:01.003.663,0.2393,1.0352
00:00:01.003.996,0.1807,1.1353
00:00:01.004.329,0.1294,1.2061
00:00:01.004.662,0.1099,1.2842
00:00:01.004.995,0.0610,1.3354
00:00:01.005.328,0.0195,1.4136
00:00:01.005.661,0.0000,1.4648
00:00:01.005.994,-0.0098,1.5039
00:00:01.006.327,-0.0195,1.5527
00:00:01.006.660,-0.0488,1.5942
00:00:01.006.993,-0.0391,1.6431
00:00:01.007.326,-0.0293,1.7017
00:00:01.007.659,-0.0879,1.7114
00:00:01.007.992,-0.1392,1.7114
00:00:01.008.325,-0.1782,1.5723
00:00:01.008.658,-0.1880,1.4526
00:00:01.008.991,-0.1880,1.3135
00:00:01.009.324,-0.2295,1.1548
00:00:01.009.657,-0.2490,0.9766
00:00:01.009.990,-0.2979,0.7666
00:00:01.010.323,-0.3174,0.5469
00:00:01.010.656,-0.3271,0.3394
00:00:01.010.989,-0.3589,0.1587
00:00:01.011.322,-0.3882,-0.0391
00:00:01.011.655,-0.3784,-0.2173
00:00:01.011.988,-0.3882,-0.3979
00:00:01.012.321,-0.3467,-0.5566
00:00:01.012.654,-0.3174,-0.6763
00:00:01.012.987,-0.2393,-0.8057
00:00:01.013.320,-0.1685,-0.9351
00:00:01.013.653,-0.1196,-1.0254
00:00:01.013.986,-0.0781,-1.1230
00:00:01.014.319,-0.0195,-1.2231
00:00:01.014.652,0.0000,-1.2939
00:00:01.014.985,0.0293,-1.3721
00:00:01.015.318,0.0293,-1.4331
00:00:01.015.651,0.0610,-1.5015
00:00:01.015.984,0.0806,-1.5234
00:00:01.016.317,0.1001,-1.5820
00:00:01.016.650,0.1099,-1.6113
00:00:01.016.983,0.1099,-1.6724
00:00:01.017.316,0.1294,-1.7407
00:00:01.017.649,0.1392,-1.7700
00:00:01.017.982,0.2197,-1.7407
00:00:01.018.315,0.2588,-1.6113
00:00:01.018.648,0.2588,-1.4917
00:00:01.018.981,0.2588,-1.3330
00:00:01.019.314,0.2881,-1.1743
00:00:01.019.647,0.3101,-0.9839
00:00:01.019.980,0.3589,-0.7959
00:00:01.020.313,0.3784,-0.5664
00:00:01.020.646,0.3882,-0.3589
00:00:01.020.979,0.4395,-0.1782
00:00:01.021.312,0.4590,0.0098
00:00:01.021.645,0.4688,0.2002
00:00:01.021.978,0.4688,0.3687
00:00:01.022.311,0.4590,0.5176
00:00:01.022.644,0.4077,0.6567
00:00:01.022.977,0.3784,0.7959
00:00:01.023.310,0.3003,0.9058
00:00:01.023.643,0.2490,1.0254
00:00:01.023.976,0.1807,1.1255
00:00:01.024.309,0.1392,1.2061
00:00:01.024.642,0.0806,1.2744
00:00:01.024.975,0.0513,1.3550
00:00:01.025.308,0.0293,1.4136
00:00:01.025.641,-0.0098,1.4526
00:00:01.025.974,-0.0195,1.5137
00:00:01.026.307,-0.0293,1.5527
00:00:01.026.640,-0.0391,1.5723
00:00:01.026.973,-0.0293,1.6431
00:00:01.027.306,-0.0391,1.7114
00:00:01.027.639,-0.1001,1.7529
00:00:01.027.972,-0.1392,1.7627
00:00:01.028.305,-0.1685,1.6235
00:00:01.028.638,-0.2075,1.5039
00:00:01.028.971,-0.2393,1.3452
00:00:01.029.304,-0.2295,1.1841
00:00:01.029.637,-0.2686,1.0156
00:00:01.029.970,-0.2881,0.7959
00:00:01.030.303,-0.3271,0.5591
00:00:01.030.636,-0.3174,0.3491
00:00:01.030.969,-0.3467,0.1709
00:00:01.031.302,-0.3784,-0.0195
00:00:01.031.635,-0.3882,-0.2173
00:00:01.031.968,-0.3979,-0.3882
00:00:01.032.301,-0.3589,-0.5469
00:00:01.032.634,-0.3271,-0.6763
00:00:01.032.967,-0.2393,-0.8154
00:00:01.033.300,-0.1782,-0.9644
00:00:01.033.633,-0.1196,-1.0645
00:00:01.033.966,-0.0879,-1.1743
00:00:01.034.299,-0.0195,-1.2427
00:00:01.034.632,0.0000,-1.3232
00:00:01.034.965,0.0098,-1.3721
00:00:01.035.298,0.0513,-1.4233
00:00:01.035.631,0.0513,-1.4819
00:00:01.035.964,0.0610,-1.5234
00:00:01.036.297,0.0903,-1.5625
00:00:01.036.630,0.1001,-1.6016
00:00:01.036.963,0.0903,-1.6406
00:00:01.037.296,0.1001,-1.7017
00:00:01.037.629,0.1196,-1.7505
00:00:01.037.962,0.1904,-1.7407
00:00:01.038.295,0.2002,-1.6211
00:00:01.038.628,0.2490,-1.4819
00:00:01.038.961,0.2881,-1.3525
00:00:01.039.294,0.3003,-1.1841
00:00:01.039.627,0.3198,-1.0156
00:00:01.039.960,0.3589,-0.8057
00:00:01.040.293,0.3784,-0.5762
00:00:01.040.626,0.3882,-0.3687
00:00:01.040.959,0.4175,-0.1782
00:00:01.041.292,0.4688,0.0000
00:00:01.041.625,0.4688,0.1904
00:00:01.041.958,0.4688,0.3589
00:00:01.042.291,0.4590,0.5176
00:00:01.042.624,0.4297,0.6567
00:00:01.042.957,0.3589,0.7959
00:00:01.043.290,0.2881,0.9155
00:00:01.043.623,0.2197,1.0059
00:00:01.043.956,0.1709,1.1255
00:00:01.044.289,0.1099,1.2158
00:00:01.044.622,0.0903,1.2939
00:00:01.044.955,0.0610,1.3452
00:00:01.045.288,0.0293,1.4136
00:00:01.045.621,0.0098,1.4648
00:00:01.045.954,-0.0195,1.5137
00:00:01.046.287,-0.0195,1.5430
00:00:01.046.620,-0.0391,1.5942
00:00:01.046.953,-0.0391,1.6528
00:00:01.047.286,-0.0488,1.7114
00:00:01.047.619,-0.1099,1.7529
00:00:01.047.952,-0.1294,1.7432
00:00:01.048.285,-0.1978,1.6431
00:00:01.048.618,-0.1978,1.5039
00:00:01.048.951,-0.2075,1.3745
00:00:01.049.284,-0.2295,1.1938
00:00:01.049.617,-0.2686,0.9961
00:00:01.049.950,-0.2881,0.8057
00:00:01.050.283,-0.3174,0.5688
00:00:01.050.616,-0.3369,0.3784
00:00:01.050.949,-0.3784,0.1709
00:00:01.051.282,-0.3784,-0.0195
00:00:01.051.615,-0.3979,-0.1978
00:00:01.051.948,-0.3979,-0.3687
00:00:01.052.281,-0.3687,-0.5273
00:00:01.052.614,-0.3076,-0.6763
00:00:01.052.947,-0.2490,-0.7959
00:00:01.053.280,-0.1685,-0.9351
00:00:01.053.613,-0.1099,-1.0352
00:00:01.053.946,-0.0684,-1.1450
00:00:01.054.279,-0.0098,-1.2231
00:00:01.054.612,0.0000,-1.3037
00:00:01.054.945,0.0195,-1.3721
00:00:01.055.278,0.0415,-1.4429
00:00:01.055.611,0.0610,-1.5015
00:00:01.055.944,0.0806,-1.5332
00:00:01.056.277,0.1001,-1.5723
00:00:01.056.610,0.1001,-1.6211
00:00:01.056.943,0.1196,-1.6626
00:00:01.057.276,0.1099,-1.6919
00:00:01.057.609,0.1294,-1.7505
00:00:01.057.942,0.1904,-1.7310
00:00:01.058.275,0.2588,-1.6309
00:00:01.058.608,0.2393,-1.5015
00:00:01.058.941,0.2686,-1.3525
00:00:01.059.274,0.2881,-1.2036
00:00:01.059.607,0.3198,-1.0156
00:00:01.059.940,0.3491,-0.8154
00:00:01.060.273,0.4077,-0.5859
00:00:01.060.606,0.3784,-0.3784
00:00:01.060.939,0.4395,-0.1978
00:00:01.061.272,0.4688,0.0000
00:00:01.061.605,0.4883,0.1489
00:00:01.061.938,0.4590,0.3589
00:00:01.062.271,0.4492,0.4980
00:00:01.062.604,0.4297,0.6372
00:00:01.062.937,0.3979,0.7861
00:00:01.063.270,0.3198,0.9155
00:00:01.063.603,0.2490,1.0156
00:00:01.063.936,0.1709,1.1255
00:00:01.064.269,0.1099,1.2158
00:00:01.064.602,0.1099,1.2744
00:00:01.064.935,0.0513,1.3452
00:00:01.065.268,0.0415,1.4038
00:00:01.065.601,0.0195,1.4648
00:00:01.065.934,-0.0098,1.5137
00:00:01.066.267,-0.0195,1.5332
00:00:01.066.600,-0.0488,1.5820
00:00:01.066.933,-0.0293,1.6138
00:00:01.067.266,-0.0391,1.6919
00:00:01.067.599,-0.0879,1.7114
00:00:01.067.932,-0.1099,1.6919
00:00:01.068.265,-0.1489,1.5820
00:00:01.068.598,-0.1685,1.4746
00:00:01.068.931,-0.1880,1.3354
00:00:01.069.264,-0.2173,1.1841
00:00:01.069.597,-0.2295,1.0156
00:00:01.069.930,-0.2881,0.8179
00:00:01.070.263,-0.2979,0.5884
00:00:01.070.596,-0.3076,0.3784
00:00:01.070.929,-0.3467,0.1904
00:00:01.071.262,-0.3687,-0.0098
00:00:01.071.595,-0.3784,-0.1782
00:00:01.071.928,-0.4077,-0.3687
00:00:01.072.261,-0.3784,-0.5176
00:00:01.072.594,-0.3174,-0.6567
00:00:01.072.927,-0.2783,-0.8057
00:00:01.073.260,-0.1782,-0.9058
00:00:01.073.593,-0.1294,-1.0156
00:00:01.073.926,-0.0879,-1.1230
00:00:01.074.259,-0.0293,-1.2036
00:00:01.074.592,-0.0098,-1.2842
00:00:01.074.925,0.0293,-1.3525
00:00:01.075.258,0.0415,-1.4233
00:00:01.075.591,0.0610,-1.4722
00:00:01.075.924,0.0806,-1.5234
00:00:01.076.257,0.0903,-1.5918
00:00:01.076.590,0.1001,-1.6211
00:00:01.076.923,0.1099,-1.6528
00:00:01.077.256,0.1001,-1.7017
00:00:01.077.589,0.1099,-1.7407
00:00:01.077.922,0.1709,-1.7310
00:00:01.078.255,0.1489,-1.6211
00:00:01.078.588,0.2295,-1.4819
00:00:01.078.921,0.2393,-1.3232
00:00:01.079.254,0.2686,-1.2036
00:00:01.079.587,0.3101,-1.0352
00:00:01.079.920,0.3394,-0.8154
00:00:01.080.253,0.3687,-0.6055
00:00:01.080.586,0.3784,-0.4077
00:00:01.080.919,0.3882,-0.1978
00:00:01.081.252,0.4492,-0.0195
00:00:01.081.585,0.4688,0.1587
00:00:01.081.918,0.4785,0.3296
00:00:01.082.251,0.4688,0.4785
00:00:01.082.584,0.4297,0.6274
00:00:01.082.917,0.3784,0.7568
00:00:01.083.250,0.3101,0.8765
00:00:01.083.583,0.2490,0.9961
00:00:01.083.916,0.1807,1.1060
00:00:01.084.249,0.1196,1.1938
00:00:01.084.582,0.0903,1.2744
00:00:01.084.915,0.0513,1.3354
00:00:01.085.248,0.0293,1.4136
00:00:01.085.581,0.0000,1.4526
00:00:01.085.914,0.0000,1.5039
00:00:01.086.247,-0.0293,1.5430
00:00:01.086.580,-0.0488,1.5942
00:00:01.086.913,-0.0391,1.6333
00:00:01.087.246,-0.0391,1.6724
00:00:01.087.579,-0.0879,1.7114
00:00:01.087.912,-0.1196,1.7334
00:00:01.088.245,-0.2490,1.6528
00:00:01.088.578,-0.1978,1.5039
00:00:01.088.911,-0.2075,1.3843
00:00:01.089.244,-0.2393,1.2256
00:00:01.089.577,-0.2588,1.0352
00:00:01.089.910,-0.2881,0.8179
00:00:01.090.243,-0.3174,0.6177
00:00:01.090.576,-0.3174,0.3882
00:00:01.090.909,-0.3467,0.2002
00:00:01.091.242,-0.3687,0.0000
00:00:01.091.575,-0.3979,-0.1685
00:00:01.091.908,-0.3687,-0.3467
00:00:01.092.241,-0.3687,-0.5078
00:00:01.092.574,-0.3467,-0.6470
00:00:01.092.907,-0.2490,-0.7959
00:00:01.093.240,-0.1782,-0.9253
00:00:01.093.573,-0.1392,-1.0352
00:00:01.093.906,-0.0781,-1.1450
00:00:01.094.239,-0.0098,-1.2427
00:00:01.094.572,-0.0098,-1.3232
00:00:01.094.905,0.0195,-1.3721
00:00:01.095.238,0.0293,-1.4429
00:00:01.095.571,0.0708,-1.4917
00:00:01.095.904,0.0806,-1.5430
00:00:01.096.237,0.1196,-1.6016
00:00:01.096.570,0.1099,-1.6309
00:00:01.096.903,0.1099,-1.6821
00:00:01.097.236,0.1392,-1.7505
00:00:01.097.569,0.1392,-1.8018
00:00:01.097.902,0.1904,-1.7700
00:00:01.098.235,0.4175,-1.6406
00:00:01.098.568,0.2393,-1.5015
00:00:01.098.901,0.2588,-1.3721
00:00:01.099.234,0.2686,-1.2231
00:00:01.099.567,0.3101,-1.0547
00:00:01.099.900,0.3296,-0.8545
00:00:01.100.233,0.3784,-0.6177
00:00:01.100.566,0.3784,-0.4077
00:00:01.100.899,0.4077,-0.2173
00:00:01.101.232,0.4492,-0.0391
00:00:01.101.565,0.4590,0.1489
00:00:01.101.898,0.4688,0.3198
00:00:01.102.231,0.4688,0.4785
00:00:01.102.564,0.4175,0.6177
00:00:01.102.897,0.3882,0.7764
00:00:01.103.230,0.3198,0.8862
00:00:01.103.563,0.2588,0.9961
00:00:01.103.896,0.1904,1.1060
00:00:01.104.229,0.1294,1.2061
00:00:01.104.562,0.0708,1.2842
00:00:01.104.895,0.0415,1.3550
00:00:01.105.228,0.0293,1.3940
00:00:01.105.561,0.0098,1.4526
00:00:01.105.894,0.0000,1.5039
00:00:01.106.227,-0.0195,1.5430
00:00:01.106.560,-0.0293,1.5942
00:00:01.106.893,-0.0488,1.6138
00:00:01.107.226,-0.0195,1.6626
00:00:01.107.559,-0.0488,1.6919
00:00:01.107.892,-0.1001,1.6821
00:00:01.108.225,-0.1099,1.6333
00:00:01.108.558,-0.1880,1.5234
00:00:01.108.891,-0.2075,1.3745
00:00:01.109.224,-0.2075,1.2061
00:00:01.109.557,-0.2393,1.0547
00:00:01.109.890,-0.2881,0.8569
00:00:01.110.223,-0.3271,0.6274
00:00:01.110.556,-0.3271,0.4077
00:00:01.110.889,-0.3467,0.2197
00:00:01.111.222,-0.3687,0.0293
00:00:01.111.555,-0.4175,-0.1587
00:00:01.111.888,-0.3979,-0.3369
